Node A Name,Node B Name,Node A ID,Node B ID
DSCore.List.AddItemToFront@var[]..[]_var[]..[],DSOffice.Data.ExportExcel@string_string_int_int_var[][]_bool,71a9115cb8b444d8b51c5115781de96b,7d145ce7bb754c989200a339fc066288
DSCore.List.AddItemToEnd@var[]..[]_var[]..[],DSCore.List.AddItemToFront@var[]..[]_var[]..[],cf1f8b273e454b3a9d14bfa811677098,71a9115cb8b444d8b51c5115781de96b
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],d9c5811088fc42f185419f73331a9775,f8f81e688d3340d1a83af9dd8c984bda
Revit.Elements.Element.GetParameterValueByName@string,DSCore.String.Contains@string_string_bool,9f3e64791e4e4cf6aa0bd90e4500c5b7,d9c5811088fc42f185419f73331a9775
DSCore.List.Flatten@var[]..[]_int,Revit.Elements.Element.SetParameterByName@string_var,73d7f8fbdd7241b19da4886d1774423c,ee7510d63e364ed1bfda9f56d50c3b15
1d764a3b-6501-419f-a78f-8a8ccc8a6946,DSCore.List.Flatten@var[]..[]_int,0bf888dc85a941a9bc5ba55f790877b4,73d7f8fbdd7241b19da4886d1774423c
DSCore.List.OfRepeatedItem@var[]..[]_int,DSCore.List.Flatten@var[]..[]_int,d8b5b6a7df0646cc9d062936c27f1d65,1d28059617d947da9dab466ebb92e832
DSCore.List.Flatten@var[]..[]_int,Revit.Elements.Element.SetParameterByName@string_var,1d28059617d947da9dab466ebb92e832,ee7510d63e364ed1bfda9f56d50c3b15
DSCore.List.Flatten@var[]..[]_int,Revit.Elements.Element.SetParameterByName@string_var,fcf99a60a3d049738d7043d2c08a8413,df3328bfe9ad4f419d341230489ed1b4
1d764a3b-6501-419f-a78f-8a8ccc8a6946,DSCore.List.Flatten@var[]..[]_int,cada6f25eb8b4453b3d4596e0bfc7a93,fcf99a60a3d049738d7043d2c08a8413
DSCore.List.OfRepeatedItem@var[]..[]_int,DSCore.List.Flatten@var[]..[]_int,da176cf0c6f24d01b7302e23ddc05689,9ac9f4e3822248649d03472810034642
DSCore.List.Flatten@var[]..[]_int,Revit.Elements.Element.SetParameterByName@string_var,9ac9f4e3822248649d03472810034642,df3328bfe9ad4f419d341230489ed1b4
Revit.Elements.Grid.Curve,Autodesk.DesignScript.Geometry.Curve.StartPoint,5612a7b4db2c4f3589be65e9aa60b653,fc17365788454f619c6cfb8ad1d93ed4
Autodesk.DesignScript.Geometry.Curve.StartPoint,DSCore.List.FirstItem@var[]..[],fc17365788454f619c6cfb8ad1d93ed4,61f2c02f0d4443adabf604dc03a98644
Autodesk.DesignScript.Geometry.Curve.StartPoint,DSCore.List.LastItem@var[]..[],fc17365788454f619c6cfb8ad1d93ed4,7154d63d2cf248b8a6a7c3ecb788dee5
DSCore.List.FirstItem@var[]..[],Autodesk.DesignScript.Geometry.Line.ByStartPointEndPoint@Autodesk.DesignScript.Geometry.Point_Autodesk.DesignScript.Geometry.Point,61f2c02f0d4443adabf604dc03a98644,c1926bcdc3604b40a46100314e08a20b
DSCore.List.LastItem@var[]..[],Autodesk.DesignScript.Geometry.Line.ByStartPointEndPoint@Autodesk.DesignScript.Geometry.Point_Autodesk.DesignScript.Geometry.Point,7154d63d2cf248b8a6a7c3ecb788dee5,c1926bcdc3604b40a46100314e08a20b
Autodesk.DesignScript.Geometry.Line.ByStartPointEndPoint@Autodesk.DesignScript.Geometry.Point_Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Curve.Offset@double,c1926bcdc3604b40a46100314e08a20b,e02957a797304316baf23798f30bb206
Autodesk.DesignScript.Geometry.Curve.StartPoint,DSCore.List.Flatten@var[]..[]_int,f459192cfbe04b3d82269f5fe9c5164c,27a1dc7b614a4f5fa5f9b49fcb2e1dd8
Revit.Elements.Element.Curves,Autodesk.DesignScript.Geometry.Curve.StartPoint,5d184e933b8f49748603d97062f79a7a,f459192cfbe04b3d82269f5fe9c5164c
24214d3e-6159-4b2c-97b4-0a35a13518d9,Revit.Elements.Element.Curves,fcb7876491eb409697b1a6582b9857f3,3a27c05721e543438b3ebfc211a12d11
92960965-5bfc-41ab-9ceb-d61917dfe6c5,24214d3e-6159-4b2c-97b4-0a35a13518d9,56e72590ca374766bc00f7139f4a650b,fcb7876491eb409697b1a6582b9857f3
Revit.Elements.Element.Curves,Autodesk.DesignScript.Geometry.Curve.StartPoint,1166e9d4088e43bb846fc959ce90fa49,a26edbf7c3984a80806d8e50e21f483e
Autodesk.DesignScript.Geometry.Curve.StartPoint,DSCore.List.Flatten@var[]..[]_int,a26edbf7c3984a80806d8e50e21f483e,6ed80693c75e415b9fc38347458ab269
Revit.Elements.Element.Geometry,DSCore.List.Flatten@var[]..[]_int,df43ff465d204a3b9e6ff4ca86ecf341,7be9826db3bf459bb25365317712144a
DSCore.Math.Sum@double[],a5b05205-fae4-42bf-96ad-e15977ceda1f,af56e3caa3d4473fb658f6b1b9c87574,db9a79014ec045b6bbf6ad0d6033908e
DSCore.List.Flatten@var[]..[]_int,DSCore.Math.Sum@double[],6a9259bdb1ac45288d4091e56b3469fb,af56e3caa3d4473fb658f6b1b9c87574
DSCore.List.Flatten@var[]..[]_int,50e22237-070c-450a-88b9-bd049058209b,7be9826db3bf459bb25365317712144a,e44ed95d04b640bb8eb7f6b9eedebca3
50e22237-070c-450a-88b9-bd049058209b,DSCore.List.Flatten@var[]..[]_int,e44ed95d04b640bb8eb7f6b9eedebca3,be2954801f3b49c8b5aa69359a720cfb
DSCore.List.Flatten@var[]..[]_int,Autodesk.DesignScript.Geometry.Solid.ByUnion@Autodesk.DesignScript.Geometry.Solid[],be2954801f3b49c8b5aa69359a720cfb,026b9687dc454ab09672ff529a023203
036abfeb-d77d-40e7-8be0-78a41034d11d,DSCore.String.Contains@string_string_bool,39f6a06493584d3c8c9af56f0c7c1249,dd50173163d4496dab15c43f279d2d32
036abfeb-d77d-40e7-8be0-78a41034d11d,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],39f6a06493584d3c8c9af56f0c7c1249,fd710ca5eb424ee584991a5588be8404
DSCore.IO.FileSystem.FileName@string_bool,DSCore.String.Replace@string_string_string,a8ceb43ce1f44a8a98c01b577660c577,2661444113b94b03b302b71ab07c63fe
DSCore.List.Transpose@var[]..[],DSOffice.Data.ExportExcel@string_string_int_int_var[][]_bool,72260493b4a9436387ebce4ffad5040a,5b5d72b307fe466687d3de05bca9f301
DSCore.String.Replace@string_string_string,DSCore.String.Split@string_string[],3adb4787a0164647aa7a99cdec081b22,2826081fd7884ddf9ca780551395749f
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],dd50173163d4496dab15c43f279d2d32,fd710ca5eb424ee584991a5588be8404
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.IO.FileSystem.FileName@string_bool,fd710ca5eb424ee584991a5588be8404,a8ceb43ce1f44a8a98c01b577660c577
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.String.Replace@string_string_string,fd710ca5eb424ee584991a5588be8404,3adb4787a0164647aa7a99cdec081b22
Autodesk.DesignScript.Geometry.PolySurface.Surfaces,Autodesk.DesignScript.Geometry.Surface.NormalAtParameter@double_double,0c0ca946389d49269427444869993db2,c6725fa1abc14164b0b6693a62ac0e9b
Autodesk.DesignScript.Geometry.PolySurface.Surfaces,Autodesk.DesignScript.Geometry.Geometry.Translate@Autodesk.DesignScript.Geometry.Vector_double,0c0ca946389d49269427444869993db2,2ad16c42f1c04b2682d1ead48f0798f9
Autodesk.DesignScript.Geometry.PolySurface.Surfaces,Autodesk.DesignScript.Geometry.Surface.Thicken@double,0c0ca946389d49269427444869993db2,0803e3c0875d4dfe952725e175c5e3a9
Autodesk.DesignScript.Geometry.PolySurface.ByLoft@Autodesk.DesignScript.Geometry.Curve[],Autodesk.DesignScript.Geometry.PolySurface.Surfaces,ee63541e59424f22bfee709951d1de0e,0c0ca946389d49269427444869993db2
Revit.Elements.CurveElement.Curve,Autodesk.DesignScript.Geometry.PolySurface.ByLoft@Autodesk.DesignScript.Geometry.Curve[],c081e17b5f8e46b6a9a423cf05635f73,ee63541e59424f22bfee709951d1de0e
Autodesk.DesignScript.Geometry.Geometry.Translate@Autodesk.DesignScript.Geometry.Vector_double,fd584cb1-8b89-47b9-bf78-d7fb8912ff98,499380db5265429c9b533f8514f038a2,55366dd1b8754150b0357062b1379dc8
Autodesk.DesignScript.Geometry.Surface.NormalAtParameter@double_double,Autodesk.DesignScript.Geometry.Geometry.Translate@Autodesk.DesignScript.Geometry.Vector_double,c6725fa1abc14164b0b6693a62ac0e9b,499380db5265429c9b533f8514f038a2
Autodesk.DesignScript.Geometry.Surface.NormalAtParameter@double_double,Autodesk.DesignScript.Geometry.Geometry.Translate@Autodesk.DesignScript.Geometry.Vector_double,c6725fa1abc14164b0b6693a62ac0e9b,2ad16c42f1c04b2682d1ead48f0798f9
Autodesk.DesignScript.Geometry.Geometry.Translate@Autodesk.DesignScript.Geometry.Vector_double,Autodesk.DesignScript.Geometry.Geometry.Translate@Autodesk.DesignScript.Geometry.Vector_double,2ad16c42f1c04b2682d1ead48f0798f9,499380db5265429c9b533f8514f038a2
Autodesk.DesignScript.Geometry.Geometry.Translate@Autodesk.DesignScript.Geometry.Vector_double,fd584cb1-8b89-47b9-bf78-d7fb8912ff98,2ad16c42f1c04b2682d1ead48f0798f9,8009044b88384ed7b1a8778ac5996ddd
DSCore.List.Flatten@var[]..[]_int,ecdb3729-0de2-4c50-bdca-28fe881027a2,7970c79dc38840c49f5b53cb39899f3e,5c30a65e2d5946f098cd971510c7209a
Autodesk.DesignScript.Geometry.Curve.ExtrudeAsSolid@double,Autodesk.DesignScript.Geometry.Solid.Difference@Autodesk.DesignScript.Geometry.Solid,afbad15afebe4bfe9b8716ca5c5f3bf9,0c1d0571f53b4bb69d77f5095ca3c3dc
Autodesk.DesignScript.Geometry.Curve.ExtrudeAsSolid@double,Autodesk.DesignScript.Geometry.Solid.ByUnion@Autodesk.DesignScript.Geometry.Solid[],3e1560ffff58469fa957366b6f6ab183,1420cd092ca84444a039dcbe894adebd
Autodesk.DesignScript.Geometry.Solid.ByUnion@Autodesk.DesignScript.Geometry.Solid[],Autodesk.DesignScript.Geometry.Solid.Difference@Autodesk.DesignScript.Geometry.Solid,1420cd092ca84444a039dcbe894adebd,0c1d0571f53b4bb69d77f5095ca3c3dc
a5ac2459-e944-4805-9a9f-edba5a8b4971,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],c2c4c7a9aea34ba484031311f855c083,30ceea0049b64662b87deb403a2ab5d1
a5ac2459-e944-4805-9a9f-edba5a8b4971,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],a91e1ab6df5f4c889a2c7642cecfa756,8fb9b94e743540ee9f8fd2cc0829f4f1
Revit.Elements.Element.Geometry,Autodesk.DesignScript.Geometry.Geometry.DoesIntersect@Autodesk.DesignScript.Geometry.Geometry,eaa823b3acab46e7be6c1ac23c8a02f5,b18eee78f4584c58ac11d9e9105a50fd
DSCore.List.GroupByKey@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],cad55675a3e3444391026a2445324380,3e8621b096b2433b97a3f5b022b7a5bc
DSCore.List.GroupByKey@var[]..[]_var[]..[],Revit.Elements.Element.GetParameterValueByName@string,cad55675a3e3444391026a2445324380,d3bfe3865baf4be7a2113dcdb432502b
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],1f4aec9320d24b7e8e66108caf188f48,3e8621b096b2433b97a3f5b022b7a5bc
Revit.Elements.Element.GetParameterValueByName@string,DSCore.List.GroupByKey@var[]..[]_var[]..[],0fe0c9b313554c059302a822e9c099e9,cad55675a3e3444391026a2445324380
Revit.Elements.Element.GetParameterValueByName@string,DSCore.String.Contains@string_string_bool,d3bfe3865baf4be7a2113dcdb432502b,1f4aec9320d24b7e8e66108caf188f48
Revit.Elements.Element.Geometry,Modifiers.GeometryColor.ByGeometryColor@Autodesk.DesignScript.Geometry.Geometry_DSCore.Color,ad0c0992c3e34622b88394a9c5b9cdef,6e625dbf84bf43538ce3f7dbd35f4d35
Revit.Elements.Element.Geometry,DSCore.List.Flatten@var[]..[]_int,ad0c0992c3e34622b88394a9c5b9cdef,f8f4c158d27d4a2fabc2ec4772801312
DSCore.List.Sort@var[],50e22237-070c-450a-88b9-bd049058209b,0c3e6c6d68ac465dbdf1ae1188d0ea52,29e90e71b9f54963a8ba9ba8a4fd7d60
DSCore.Color.ByARGB@int_int_int_int,Modifiers.GeometryColor.ByGeometryColor@Autodesk.DesignScript.Geometry.Geometry_DSCore.Color,9f3b7bf635594afb860f522b50deeac7,6e625dbf84bf43538ce3f7dbd35f4d35
DSCore.List.Flatten@var[]..[]_int,50e22237-070c-450a-88b9-bd049058209b,f8f4c158d27d4a2fabc2ec4772801312,3515259a27c84515b08fe21c6903c35b
50e22237-070c-450a-88b9-bd049058209b,DSCore.List.Flatten@var[]..[]_int,3515259a27c84515b08fe21c6903c35b,811d1a5cec284be9ac9d2406df57ac77
DSCore.List.Flatten@var[]..[]_int,Autodesk.DesignScript.Geometry.Solid.ByUnion@Autodesk.DesignScript.Geometry.Solid[],811d1a5cec284be9ac9d2406df57ac77,0823d391a92d474094c2b1f2cd59567b
DSOffice.Data.ImportCSV@string_bool,DSCore.List.GetItemAtIndex@var[]..[]_int,9cb20c5ba65740aaadc57f7146a7dab4,622b1f22ac264175a89186d8ed58dbf4
DSOffice.Data.ImportCSV@string_bool,DSCore.List.GetItemAtIndex@var[]..[]_int,9cb20c5ba65740aaadc57f7146a7dab4,9edcbe77f80d45c38b9d5e058b868660
Lists.DataSets.CreateDataTable@string_string[]_var[][],MachineLearning.Classification.NaiveBayesClassifier@string[]_var_string[]_string_int,1a0b4b8c439b4537ae584eb3ca28fb45,956fa5e74fdb4b709f705b5dda582ab3
DSCore.List.GetItemAtIndex@var[]..[]_int,DSCore.List.GetItemAtIndex@var[]..[]_int,622b1f22ac264175a89186d8ed58dbf4,5fa84b635aa04ca287905c0cb9c4e07d
DSCore.List.GetItemAtIndex@var[]..[]_int,DSCore.List.GetItemAtIndex@var[]..[]_int,9edcbe77f80d45c38b9d5e058b868660,58cadfeee12c4ba3a70648155cfb05e4
d46bc80c-81c9-49db-909f-d091d3f2617f,Revit.Elements.Element.GetParameterValueByName@string,1e4f0ead4731414dae8a64fb1b19e9fa,892247028e6c4825a9f32af37128c006
Lists.DataSets.CreateDataTable@string_string[]_var[][],MachineLearning.Classification.NaiveBayesClassifier@string[]_var_string[]_string_int,f0ad70b776464ccc969ab9eb1fd2c7d2,66be160e936d4ec3b686fc5dd73d57e0
DSCore.List.Transpose@var[]..[],Lists.DataSets.CreateDataTable@string_string[]_var[][],658ea23341f04cf585fd4a23c51b49a7,f0ad70b776464ccc969ab9eb1fd2c7d2
DSCore.List.Transpose@var[]..[],Lists.DataSets.CreateDataTable@string_string[]_var[][],de5846f033e2466fa12cb0ebbff51bb9,1a0b4b8c439b4537ae584eb3ca28fb45
Revit.Elements.FamilyType.Name,DSCore.String.StartsWith@string_string_bool,f7d077abd32043408919745152ccae5e,eb92afb0ebe449bdba9a85db9376f18e
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Parameter.ParameterByName@Revit.Elements.Element_string,11eee97dbfc24637860f76a83a0824f0,d24773d2011b4b71b03c82133358b458
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,a769ac0b264d433888e99fa6f16c2a88
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,ecadd96889a145a28692df6bf4ec6c17
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,c0b49802535d4a43a5ab41b362706eb4
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,8459e4dd43754871a50e9c380ab37091
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,41b8231098f64786b9061df5b59f1cfc
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,562ebc4ff3584291afceccd340bb26b1
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,bd19bc9f491f4cf281f2cad2e9beca6a
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,0d870fe070a0481eaf2af9b3188d1973
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,11448f832aa1425f9baffad3b5fb27b8
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],11eee97dbfc24637860f76a83a0824f0,9c90bb05eee64a679b793383811cec3f
DSCore.String.StartsWith@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],eb92afb0ebe449bdba9a85db9376f18e,11eee97dbfc24637860f76a83a0824f0
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],41a2a5c4ed5b42fb9fd10407a1a6976d,a769ac0b264d433888e99fa6f16c2a88
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Element.SetParameterByName@string_var,a769ac0b264d433888e99fa6f16c2a88,ed6c93c934544240a8251a476048a08f
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Element.SetParameterByName@string_var,ecadd96889a145a28692df6bf4ec6c17,89312d3591c64ca5af6cf6efb073ff28
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],01c12c6487a848db9d9a01984bec1d67,ecadd96889a145a28692df6bf4ec6c17
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Element.SetParameterByName@string_var,c0b49802535d4a43a5ab41b362706eb4,55183e5de3424aa9822f4c4fcf97bf62
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],15461daf7f334571bc66f7f037e98f39,c0b49802535d4a43a5ab41b362706eb4
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Element.SetParameterByName@string_var,8459e4dd43754871a50e9c380ab37091,194b620026904c4caa1489d6ba45a5f3
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],e1d7b0510b20496fb3939f26cb06e0be,8459e4dd43754871a50e9c380ab37091
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Element.SetParameterByName@string_var,41b8231098f64786b9061df5b59f1cfc,9dab6ffa1ba74dc7b3fa31f611e34532
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],036c65d30cf74f63a28852971b136767,41b8231098f64786b9061df5b59f1cfc
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Element.SetParameterByName@string_var,562ebc4ff3584291afceccd340bb26b1,99d449d6553a4326890faed1086741a1
DSCore.String.Contains@string_string_bool,DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],b232194922d14aa8a7921de34e3ab460,562ebc4ff3584291afceccd340bb26b1
DSCore.List.FilterByBoolMask@var[]..[]_var[]..[],Revit.Elements.Element.SetParameterByName@string_var,bd19bc9f491f4cf281f2cad2e9beca6a,26e97942f7e348768d435327b20510d2
